"Title","Authors","Abstract","SubmissionDate","Announced","DOI","CleanDate"
"On-sky demonstration of second-stage wavefront control with a photonic lantern","Authors: Aditya R. Sengupta, Jordan Diaz, Matthew DeMartino, Rebecca Jensen-Clem, Sylvain Cetre, Elinor Gates, Kevin Bundy, Daren Dillon, Philip Hinz, Maïssa Salama, Nour Skaf, Olivier Guyon, Tara Crowe, Caleb Dobias, Stephen S. Eikenberry, Rodrigo Amezcua-Correa, Stephanos Yerolatsitis","Ground-based direct imaging of exoplanets at high contrast requires precise correction of atmospheric turbulence using adaptive optics (AO). The planet-to-star contrast ratio at small angular separations from the host star is often limited by non-common-path aberrations (NCPAs) seen only in the science plane. The photonic lantern (PL) can be used to sense aberrations at the final science imaging plane. This enables a two-stage wavefront control architecture, in which the first-stage wavefront sensor senses atmospheric turbulence and the PL senses NCPAs and other aberrations not seen by the first stage. We demonstrate closed-loop control of residual wavefront errors using a non-dispersed PL after first-stage AO correction on the Shane 3m telescope at Lick Observatory. Our results show that non-dispersed PLs can be used for second-stage wavefront sensing, enabling performance improvements via minimally invasive retrofits to existing AO systems. △ Less","Submitted 25 November, 2025;","originally announced November 2025.",NA,NA
"Natural inflation in Palatini $F(R)$","Authors: N. Bostan, R. H. Dejrah, C. Dioguardi, A. Racioppi","$F(R)$ Palatini gravity provides a robust framework for constructing viable inflationary potentials. In this study, we examine natural inflation and show that its consistency with observational data can be restored when the model is embedded within $F(R)$ Palatini gravity, specifically for $F(R) = R + αR^n$ with $7/4 \lesssim n \leq 2$. For completeness, we also demonstrate that models with $n > 2$ do not yield comparable improvements, achieving partial agreement with the data only in the limit $n \rightarrow 2$. △ Less","Submitted 25 November, 2025;","originally announced November 2025.",NA,NA
"H II regions and supernova remnants associated with molecular clouds: A pilot study with the SARAO MeerKAT Galactic Plane Survey","Authors: Moses O. Langa, Mark A. Thompson, Andrew J. Rigby, Gwenllian M. Williams, Mubela Mutale, Paul O. Baki, James O. Chibueze, Willice O. Obonyo","Massive stars (mass beyond 8 solMass) release vast amounts of energy into the interstellar medium through their stellar winds, photoionising radiation and supernova explosions. These processes may compress nearby regions, triggering further star formation, but the significance of triggered star formation across the Galactic disc is not well understood. This pilot study combines 1.3 GHz continuum data from the South African Radio Astronomy Observatory (SARAO) MeerKAT Galactic Plane Survey (SMGPS) with 13CO (2-1) data from the Structure, Excitation, and Dynamics of the Inner Galactic Interstellar Medium (SEDIGISM) survey to identify and examine molecular clouds associated with H II regions and supernovae remnants (SNRs). We focus on their physical properties and massive star formation potential. We identify 268 molecular clouds from the SEDIGISM tile covering the Galactic plane region between 341 and 343 longitude deg and latitude deg equal to or less 0.5, of which 90 clouds (34 per cent) are associated with SMGPS extended sources. Compared to unassociated clouds, we find that associated clouds exhibit significantly higher mean mass (9600 solMass vs. 2500 solMass ) and average gas surface density (104 solMass / pc^2 vs. 67 solMass / pc^2 ), and slightly elevated but comparable virial parameters. We also find that the size-linewidth scaling relation is steeper for associated clouds compared to unassociated clouds. In addition, radio luminosity shows a positive correlation with total complex mass, and the ratio L_radio/L_complex increases with source size, consistent with an evolutionary sequence where expanding H II regions progressively disrupt their natal molecular environment. These findings suggest an enhanced dynamical activity for the associated clouds and support the hypothesis that feedback from massive stars influences molecular cloud properties and may trigger star formation. △ Less","Submitted 25 November, 2025;","originally announced November 2025.",NA,NA
"The miniJPAS and J-NEP surveys: Machine learning for star-galaxy separation","Authors: Ana Paula Jeakel, Gabriel Vieira dos Santos, Valerio Marra, Rodrigo von Marttens, Siddhartha Gurung-López, Raul Abramo, Jailson Alcaniz, Narciso Benitez, Silvia Bonoli, Javier Cenarro, David Cristóbal-Hornillos, Simone Daflon, Renato Dupke, Alessandro Ederoclite, Rosa M. González Delgado, Antonio Hernán-Caballero, Carlos Hernández-Monteagudo, Jifeng Liu, Carlos López-Sanjuan, Antonio Marín-Franch, Claudia Mendes de Oliveira, Mariano Moles, Fernando Roig, Laerte Sodré Jr., Keith Taylor , et al. (5 additional authors not shown)","We present a supervised machine learning classification of sources from the Javalambre Physics of the Accelerating Universe Astrophysical Survey (J-PAS) Pathfinder datasets: miniJPAS and J-NEP. Leveraging crossmatches with spectroscopic and photometric catalogs, we construct a robust labeled dataset comprising 14594 sources classified into extended (galaxies) and point-like (stars and quasars) objects. We assess dataset representativeness using UMAP analysis, confirming broad and consistent coverage of feature space. An XGBoost classifier, with hyperparameters tuned using automated optimization, is trained using purely photometric data (60-band J-PAS magnitudes) and combined photometric and morphological features, with performance thoroughly evaluated via ROC and purity-completeness metrics. Incorporating morphology significantly improves classification, outperforming the baseline classifications available in the catalogs. Permutation importance analysis reveals morphological parameters, particularly concentration, normalized peak surface brightness, and PSF, alongside photometric features around 4000 and 6900 A, as crucial for accurate classifications. We release a value-added catalog with our models for star-galaxy classification, enhancing the utility of miniJPAS and J-NEP for subsequent cosmological and astrophysical analyses. △ Less","Submitted 25 November, 2025;","originally announced November 2025.",NA,NA
"Considerations on the process of target selection for the Comet Interceptor mission","Authors: C. Snodgrass, E. Mazzotta Epifani, C. Tubiana, J. P. Sánchez, N. Biver, L. Inno, M. M. Knight, P. Lacerda, J. De Keyser, A. Donaldson, N. J. T. Edberg, M. Galand, A. Guilbert-Lepoutre, P. Henri, S. Kasahara, H. Kawakita, R. Kokotanekova, M. Kueppers, M. Micheli, M. Pajusalu, M. Rubin, N. Sakatani, K. Yoshioka, V. Della Corte, A. I. Eriksson , et al. (5 additional authors not shown)","Comet Interceptor is an ESA science mission with payload contributions from ESA Member States and with an international participation by JAXA. It is the first mission that is being designed, built, and potentially launched before its target is known. This approach will enable the spacecraft to perform the first mission to a Long Period Comet from the Oort Cloud, as these comets have fleeting visits to the inner Solar System lasting only months to years from first discovery, too short for the usual process of mission development to be followed. In this paper we describe a number of factors that need to be considered in selecting a target for the mission, including scientific, orbital, spacecraft and instrument constraints, and discussion of different prioritisation strategies. We find that, in the case where we have a choice of targets, our decisions will mostly be driven by orbital information, which we will have relatively early on, with information on the activity level of the comet an important but secondary consideration. As cometary activity levels are notoriously hard to predict based on early observations alone, this prioritisation / decision approach based more on orbits gives us confidence that a good comet that is compatible with the spacecraft constraints will be selectable with sufficient warning time to allow the mission to intercept it. △ Less","Submitted 25 November, 2025;","originally announced November 2025.",NA,NA
"A mysterious feature in the NICER spectrum of 4U 1820-30: A gravitationally redshifted absorption line?","Authors: R. Iaria, T. Di Salvo, A. Anitra, F. Barra, A. Sanna, C. Maraventano, C. Miceli, W. Leone, L. Burderi","A mysterious absorption feature at approximately 3.8 keV has been identified in the NICER spectrum of the low-mass X-ray binary system 4U 1820-30. We interpret this feature as a gravitationally redshifted iron absorption line. This interpretation is supported by the temporal proximity of the NICER observation to the detection of a carbon superburst by the X-ray monitor MAXI, suggesting that the presence of the line is associated with this rare and extreme event. From the inferred redshift of the absorption line, the compactness of the neutron star can be derived. Using a photoionization absorption model, we measure a gravitational redshift of about 1.72, which corresponds to a compactness R/M of 4.46 \pm 0.13 km per solar mass, or 3.02 \pm 0.09 in dimensionless units. This unique feature highlights the importance of further observations and detailed modelling, offering promising insights into the equation of state of matter under extreme density conditions. △ Less","Submitted 25 November, 2025;","originally announced November 2025.",NA,NA
"Anisotropic Bianchi-I cosmological model in non-conservative unimodular gravity","Authors: Marcelo H. Alvarenga, Júlio C. Fabris","In this article, we propose an anisotropic Bianchi-I type cosmological model in non-conservative Unimodular Gravity ($\mathrm{NUG}$). We show that simply using the Bianchi-I type metric does not resolve a striking characteristic of the field equations in $\mathrm{NUG}$: their underdetermination. This fact led us to implement extra conditions on the combination $\left(ρ+p\right)$ and, consequently, obtain a consistent background cosmological analysis. In the vacuum case, we obtain an analogy between the Kasner solutions and the equations in $\mathrm{NUG}$. We also propose a new analysis of a non-homogeneous equation of state, the combination $\left(ρ+p\right)=l$. We identify that the cosmological dynamics are strictly dependent on the value of the constant $l$. The physically interesting case is at the value $l<0$, which seems to indicate a super-accelerated, ghost-like universe. This case still requires a more detailed analysis, for example, from a thermodynamic point of view, keeping in mind that $\left(ρ+p\right)$ may be interpreted as enthalpy of the system. For the cases $\left(ρ+p\right)\propto a^{-3}$ and $\left(ρ+p\right) \propto a^{-4}$, we obtain a description consistent with the anisotropic cosmological model described by $\mathrm{GR}$. In all cases analyzed, a small value for the anisotropic parameter $Ω_{A}$ (on the order of $10^{-2}$) is required in order to have agreement, for example, with the age of the universe to be approximately $12-14\, \mathrm{Gyr}$, agreeing with the age of globular clusters. As the universe expands an isotropization is verified, with the anistropies going to zero asymptotically, similarly with what happens in an anistropic cosmological model based on $\mathrm{GR}$. △ Less","Submitted 25 November, 2025;","originally announced November 2025.",NA,NA
"Discovery of new N-emitters over a wide redshift range","Authors: I. Morel, D. Schaerer, R. Marques-Chaves, N. Prantzos, C. Charbonnel, G. Brammer, M. Xiao, M. Dessauges-Zavadsky","JWST observations have revealed rare galaxies with UV spectra exhibiting intense lines of nitrogen, indicative of super-solar N/O abundances at low metallicity. To better understand these enigmatic objects and provide new constraints on proposed scenarios, we have undertaken a systematic search for galaxies with UV emission lines of nitrogen. Using public JWST NIRSpec data, we have identified 45 N-emitters with robust NIII] or NIV] detections, including 4 previously known objects. We find N-emitters from redshift $z\sim 3-11$ among a broad diversity of galaxies, in terms of morphology, UV magnitude, stellar mass, SFR, metallicity, and rest-optical line strengths. The UV nitrogen lines show typical equivalent widths between $\sim 5-50$ Å. Carbon lines are generally fainter than the N lines. Using strong line calibrations established at high-redshift, we find metallicities $12+log(O/H)\sim 7.15-8.5$, including thus also high metallicities. The H$β$ equivalent width of N-emitters varies strongly, and sources with low EWs show clear signs of a Balmer break, indicative of composite stellar populations combining both young (< 10 Myr) stars responsible of the UV emission lines and an older population contributing to the rest-optical spectrum. Supersolar N/O ratios are found in all N-emitters. C/O abundances are comparable to those of galaxies at the same metallicity, and all N-emitters show high N/C ratios or lower limits ($\log(N/C) > 0.5$), independently of metallicity. The observed abundance ratios are compatible with ejecta from H-burning and do not show signs of Carbon enhancements, even at higher metallicities. Finally, we find that the fraction of N-emitters increases with redshift, and we quantify this evolution. Our study increases the sample of known N-emitters by a factor $\sim 3$, reveals a diversity of properties among N-emitters, and provides new constraints on their nature. △ Less","Submitted 25 November, 2025;","originally announced November 2025.",NA,NA
"Molecular hydrogen in filaments at high Galactic latitudes","Authors: P. M. W. Kalberla","Context. Neutral atomic hydrogen (HI) absorption lines can be used to probe the cold neutral medium (CNM) at high Galactic latitudes. Cold HI with a significant optical depth from the GASKAP-HI survey is found to be located predominantly if not exclusively within filamentary structures that can be identified as caustics with the Hessian operator. Most of these HI filaments (57%) are also observable in the far-infrared (FIR) and trace the orientation of magnetic field lines. Aims. We considered whether molecular hydrogen (H2) might also be preferentially associated with CNM filaments. Methods. We analyzed 241 H2 absorption lines against stars and determined whether the lines of sight intersected HI or FIR filaments. Using Far Ultraviolet Spectroscopic Explorer (FUSE) H2 data in the velocity range -50 < vLSR < 50 km/s, we traced 65 additional H2 lines for filamentary HI and FIR structures in velocity and probed the H2 absorption for coincidences in position and velocity. Results. For 305 out of 306 positions, the lines of sight with H2 absorption intersect HI filaments. In 120 cases, there is also evidence for a correlation with dusty FIR filaments. All of the 65 available sight lines with known velocities intersect HI filaments. In 64 cases, the H2 velocities are consistent with HI filament velocities. For FIR filaments, an agreement is found for only 13 out of 14 H2 absorption lines. Conclusions. For the majority of H2 absorption lines, there is evidence that H2 is associated with cold HI filaments. Evidence of an association with FIR filaments is less compelling. Confusion along the line of sight limits the detectability of FIR filaments. For a comparable degree of UV excitation in the disk and lower Galactic halo, the formation rate of H2 appears to be enhanced in HI filaments with increased CNM densities. △ Less","Submitted 25 November, 2025;","originally announced November 2025.",NA,NA
"Rotational effects in quark stars: comparing different models","Authors: Adamu Issifu, Andreas Konstantinou, Franciele M. da Silva, Tobias Frederico","We investigate the rotational properties of self-bound strange quark stars using two representative quark matter equations of state (EOS): the vector MIT bag model and the density-dependent quark mass (DDQM) model. Through general-relativistic calculations of uniformly rotating sequences, we analyze their mass--radius relations, moments of inertia, quadrupole moments, surface redshifts, Keplerian frequencies, and energy components. A central result of this work is the full decomposition of the stellar energy budget in rotating strange stars, separating gravitational, internal, rotational, and binding energy contributions. Rotation amplifies the intrinsic EOS differences: the MIT model supports more massive ($M_{\max} \gtrsim 3.3\,M_\odot$) compact stars with larger moments of inertia and greater resistance to deformation, while the DDQM model produces larger radii, less massive stars limited by mass-shedding at lower frequencies. Combined measurements of mass, radius, and frequency can thus break the EOS degeneracy; massive, rapidly rotating pulsars favors MIT-like EOS, whereas larger radii in canonical stars point to a DDQM-like model. These rotational observables, soon to be tightly constrained by NICER and next-generation gravitational-wave detectors, offer a means to test the existence and composition of self-bound quark matter in compact stars. △ Less","Submitted 25 November, 2025;","originally announced November 2025.",NA,NA
"Advances and Challenges in Solar Flare Prediction: A Review","Authors: Mingfu Shao, Suo Liu, Haiqing Xu, Peng Jia, Hui Wang, Liyue Tong, Yang Bai, Chen Yang, Yuyang Li, Nan Li, Jiaben Lin","Solar flares, as one of the most prominent manifestations of solar activity, have a profound impact on both the Earth's space environment and human activities. As a result, accurate solar flare prediction has emerged as a central topic in space weather research. In recent years, substantial progress has been made in the field of solar flare forecasting, driven by the rapid advancements in space observation technology and the continuous improvement of data processing capabilities. This paper presents a comprehensive review of the current state of research in this area, with a particular focus on tracing the evolution of data-driven approaches -- which have progressed from early statistical learning techniques to more sophisticated machine learning and deep learning paradigms, and most recently, to the emergence of Multimodal Large Models (MLMs). Furthermore, this study examines the realistic performance of existing flare forecasting platforms, elucidating their limitations in operational space weather applications and thereby offering a practical reference for future advancements in technological optimization and system design. △ Less","Submitted 25 November, 2025;","originally announced November 2025.",NA,NA
"Chiral phonons in metal-organic frameworks as quantum sensors for the direct detection of dark matter","Authors: Marek Matas, Filip Krizek, Carl P. Romao","We investigate a new quantum sensor for dark matter direct detection with sub-eV sensitivity, focusing on several candidate materials that potentially host chiral phonons with large magnetic moments that can be directly read out with an external magnetometer. We focus on metal-organic frameworks (MOFs) as possible candidate materials for single chiral phonon detection due to their noncentrosymmetric structure, tunability, and the ability to host these excitations in stable acoustic bands. We identify several promising candidates and compare their projected dark matter detection sensitivity for all possible interactions identified within effective field theory. We establish that the expected sensitivity does not depend heavily on the specific choice of the MOF, enabling us to tailor the final material composition to facilitate the magnetic readout. We then propose a prototype setup able to test the direct readout of a chiral phonon sensor with a surface-integrated magnetometer. △ Less","Submitted 25 November, 2025;","originally announced November 2025.",NA,NA
"A Self-Consistent Model of the Ultra High-Energy Gamma-Ray Emission of Pulsar Wind Nebulae: Insights from LHAASO and ATNF Catalogs","Authors: Samy Kaci, Gwenael Giacinti, Dmitri Semikoz","Pulsar wind nebulae (PWNe) are the dominant Ultra-high-energy (UHE) gamma-ray sources in the LHAASO catalog suggesting that they are the dominant leptonic PeVatrons in our Galaxy. Despite this, still very little is known about their UHE gamma-ray emission, their number in the Galaxy, or their contribution to the gamma-ray emission of our Galaxy. In this work, we propose a self-consistent data-driven model of the UHE gamma-ray emission of PWNe based on the ATNF and LHAASO catalogs. More specifically, we build a model of the UHE gamma-ray emission of PWNe that preserves the statistical relationships in the ATNF catalog and reproduces the number of PWNe detected in the LHAASO catalog. To cope with the limited data available in the LHAASO catalog when performing fits on gamma-ray data, we introduce the concept of censored regression that allows to also use the information provided by unresolved sources. Using our model, we find that reproducing the number of PWNe detected by LHAASO requires either fractions of misaligned pulsars smaller ($\lesssim60\%$) than usually found in the literature, or that some of the associations of PWNe to ATNF pulsars made by LHAASO may not be true. In both cases, we find that in order to reach self-consistency between radio and gamma-ray data, it is necessary that the majority of the unidentified sources in the LHAASO catalog are PWNe associated to an unseen pulsar. Moreover, using our model we also find that the contribution of unresolved PWNe to the total (diffuse) gamma-ray background measured by LHAASO in the $1-1000\,\rm{TeV}$ range is always smaller than $\lesssim10\%$ ($\lesssim30\%$). We conclude that PWNe mostly contribute to the source component of the UHE gamma-ray sky, while having almost no imprint on its diffuse component. △ Less","Submitted 25 November, 2025;","originally announced November 2025.",NA,NA
"The effect of sound speed on the gravitational wave spectrum of first order phase transitions in the early universe","Authors: Mika Mäki","Gravitational waves from first-order phase transitions are a promising probe of physics beyond the Standard Model, as many extensions of the standard model result in first-order phase transitions in the early universe, from which the resulting gravitational waves could be detectable with the upcoming Laser Interferometer Space Antenna (LISA). The properties of the phase transition and the resulting gravitational wave spectrum are determined by five key parameters: the nucleation temperature $T_n$, phase transition strength at the nucleation temperature $α_n$, bubble wall speed $v_\text{wall}$, transition rate $β$ and the sound speed $c_s$. Of these, the sound speed $c_s$ is determined by the equation of state $p(T,φ)$. In most studies, the plasma of the early universe has been assumed to be ultrarelativistic and therefore following the bag equation of state with $c_s = \frac{1}{\sqrt{3}}$. In this thesis, the PTtools simulation framework for first-order phase transitions, based on the Sound Shell Model, has been extended to include support for arbitrary equations of state and therefore for a temperature- and phase-dependent sound speed $c_s(T,φ)$. The thesis also functions as a reference manual for PTtools. The framework has been tested with the constant sound speed model, in which the sound speed is a different constant in each phase. The sound speed has been shown to have a significant effect on the resulting gravitational wave spectrum, especially when changing the sound speed results in a change in the type of the solution. This has laid the groundwork for simulating cosmological phase transitions with realistic equations of state. This will result in in gravitational wave spectra that can be used in the LISA data analysis pipeline to search for the existence and parameters of a first-order phase transition in the early universe. △ Less","Submitted 25 November, 2025;","originally announced November 2025.",NA,NA
"Resolving white dwarf binaries within globular clusters with LISA","Authors: Wouter G. J. van Zeist, Gijs Nelemans, Shu-Xu Yi, Simon F. Portegies Zwart","Context: Globular clusters (GCs) around the Milky Way (MW) are expected to host white dwarf (WD) binaries emitting gravitational waves that could be detectable by LISA. Aims: Our aim is to investigate whether LISA can resolve WD binaries in GCs well enough in terms of sky location and distance that they can be distinguished from binaries in the MW disc. Methods: We used a sample of 20 of the most massive GCs around the MW and simulated LISA's sky location and distance measurement errors for WD binaries in these GCs using the software package GWToolbox. We did this in the context of a model of the LISA-detectable binaries in the MW from the population synthesis code SeBa. Results: We find that for five of the GCs in our sample, binaries in the GC could be easily distinguished from MW disc binaries using the sky location alone; for another five, binaries in the GCs could be distinguished using a combination of LISA's sky location and distance measurements; and for the final ten, binaries in the GCs could not be distinguished from overlapping MW disc binaries. The results depend strongly on the sky locations of the GCs, with GCs far away from the Galactic plane being easy to resolve, while GCs close to the Galactic centre overlap with many MW disc binaries. The most promising GC for finding a WD binary that could be resolved to that GC, based on sky location and GC mass, is 47 Tucanae. △ Less","Submitted 25 November, 2025;","originally announced November 2025.",NA,NA
"Jet reorientation revealed by intermittent jet activity in radio galaxy 0954+556","Authors: Ai-Ling Zeng, Wei Zhao, Jun Yang, Xu-Zhi Hu, Furen Deng, Yu Lei, Xiaoyu Hong, Xiang Liu, Liang Chen, Mai Liao, Xiaolong Yang, Hai-Tian Shang","Intermittent jet activity of AGNs is a common phenomenon, whereas significant jet reorientation during episodic jet activity in relatively young radio galaxies are rarely reported. The quasar 0954+556 at redshift of 0.903 is an intriguing source exhibiting an unusual radio jet structure with significantly different jet directions at kpc and pc scales. At kpc scales, images from the VLA exhibit a bright core, a linear jet extending 24 kpc to the northwest, and a discrete jet component 16 kpc to the northeast. At pc scales, images from the VLBA show a two-component structure with a projected separation of 360 pc in the north-south direction. The peculiar structure of 0954+556 might result from jet reorientation. Here, our aim was to investigate the possible mechanism via multiscale and multifrequency deep radio images. We performed VLA and VLBA observations of 0954+556. Together with some existing data in the NRAO data archive, we made multiple VLA images at 1.4-22 GHz and VLBA images at 1.7-43 GHz for various image analyses of the jet structure. We identified the location of the radio core at pc scales, detected the faint counter-jets at both pc and kpc scales for the first time, and revealed a diffuse emission region connecting pc and kpc scale forward jets. Our spectral index distribution and spectral aging analysis indicate that 0954+556 might undergo at least two episodes of jet activity during the current AGN phase. Moreover, pc scale polarization maps display a well-resolved spine-sheath polarization structure. It seems that the jet direction of 0954+556 changed significantly during intermittent jet activity. This may explain the different jet orientations and spectral ages observed from kpc to pc scales. The research provides a strong case that AGN jet direction might change rapidly on timescales of one million years. △ Less","Submitted 25 November, 2025;","originally announced November 2025.",NA,NA
"Estimating the triaxiality of massive clusters from 2D observables in MillenniumTNG with machine learning","Authors: Ana Maria Delgado, Michelle Ntampaka, Sownak Bose, Fulvio Ferlito, Boryana Hadzhiyska, Lars Hernquist, John Soltis, John F. Wu, Mikaeel Yunus, John ZuHone","Properties of massive galaxy clusters, such as mass abundance and concentration, are sensitive to cosmology, making cluster statistics a powerful tool for cosmological studies. However, favoring a more simplified, spherically symmetric model for galaxy clusters can lead to biases in the estimates of cluster properties. In this work, we present a deep-learning approach for estimating the triaxiality and orientations of massive galaxy clusters (those with masses $\gtrsim 10^{14}\,M_\odot h^{-1}$) from 2D observables. We utilize the flagship hydrodynamical volume of the suite of cosmological-hydrodynamical MillenniumTNG (MTNG) simulations as our ground truth. Our model combines the feature extracting power of a convolutional neural network (CNN) and the message passing power of a graph neural network (GNN) in a multi-modal, fusion network. Our model is able to extract 3D geometry information from 2D idealized cluster multi-wavelength images (soft X-ray, medium X-ray, hard X-ray and tSZ effect) and mathematical graph representations of 2D cluster member observables (line-of-sight radial velocities, 2D projected positions and V-band luminosities). Our network improves cluster geometry estimation in MTNG by $30\%$ compared to assuming spherical symmetry. We report an $R^2 = 0.85$ regression score for estimating the major axis length of triaxial clusters and correctly classifying $71\%$ of prolate clusters with elongated orientations along our line-of-sight. △ Less","Submitted 25 November, 2025;","originally announced November 2025.",NA,NA
"Impact of Simulation Box Size for Weak Lensing: Replication and Super-Sample Effects","Authors: Akira Tokiwa, Adrian E. Bayer, Joaquin Armijo, Jia Liu, Ryo Terasawa, Leander Thiele, Marcelo Alvarez, Linda Blot, Masahiro Takada","We quantify the bias caused by small simulation box size on weak lensing observables and covariances, considering both replication and super-sample effects for a range of higher-order statistics. Using two simulation suites -- one comprising large boxes ($3750\,h^{-1}{\rm Mpc}$) and another constructed by tiling small boxes ($625\,h^{-1}{\rm Mpc}$) -- we generate full-sky convergence maps and extract $10^\circ \times 10^\circ$ patches via a Fibonacci grid. We consider biases in the mean and covariance of the angular power spectrum, bispectrum (up to $\ell=3000$), PDF, peak/minima counts, and Minkowski functionals. By first identifying lines of sight that are impacted by replications, we find that replication causes a O$(10\%)$ bias in the PDF and Minkowski functionals, and a O$(1\%)$ bias in other summary statistics. Replication also causes a O$(10\%)$ bias in the covariances, increasing with source redshift and $\ell$, reaching $\sim25\%$ for $z_s=2.5$. We additionally show that replication leads to heavy biases (up to O$(100\%)$ at high redshift) when performing gnomonic projection on a patch that is centered along a direction of replication. We then identify the lines of sight that are minimally affected by replication, and use the corresponding patches to isolate and study super-sample effects, finding that, while the mean values agree to within $1\%$, the variances differ by O$(10\%)$ for $z_s\leq2.5$. We show that these effects remain in the presence of noise and smoothing scales typical of the DES, KiDS, HSC, LSST, Euclid, and Roman surveys. We also discuss how these effects scale as a function of box size. Our results highlight the importance of large simulation volumes for accurate lensing statistics and covariance estimation. △ Less","Submitted 25 November, 2025;","originally announced November 2025.",NA,NA
"Black Hole merger rates in the first billion years in light of JWST data","Authors: P. F. V. Cáceres-Burgos, P. Dayal, P. Lira, V. Mauerhofer, F. P. Pratama, M. Trebitsch","Context. Recent James Webb Space Telescope (JWST) discoveries have unveiled an abundance of faint and massive Active Galactic Nuclei (AGNs) at high redshifts (z=4-9), that surpass by 10 to 100 times the extrapolated bolometric (Bol) and ultraviolet (UV) luminosity functions (LF) from previous AGN campaigns. The two main models that are put forward to explain these observations correspond to light seeds (150 Msol) accreting in episodes of super Eddington, and heavy seeds ($10^3$ - $10^5$ Msol) growing at the Eddington limit. Future gravitational observatories like the Laser Interferometer Satellite Antenna (LISA) will help disentangle these models by reporting the BH-BH merger events from mid to high redshifts. Aims. This work aims to report the predicted merger rates in the heavy seed scenario in light of recent JWST data. In our models we explore (i) instantaneous merging between BHs, (ii) delayed merging after a dynamical timescale, as well as extreme spin configurations (a=0.99, a=-0.99) to bracket BH mass growth. Methods. We use Delphi, a semi-analytical model that tracks baryonic physics over a hierarchical evolution of dark matter halos through cosmic time within the first billion years of the Universe. We calibrate this model for it to simultaneously reproduce galaxy and JWST-AGNs observables. Results. We show reasonable agreement with the Bolometric Luminosity function at z=6, where BHs must accrete 10-100 times more gas than in previous works calibrated to pre-JWST data. However, we underpredict (overpredict) the bright end $10^45.5$ erg s$^-1$ (all luminosity range) at z=7 (z=5) by 1-3.2 dex (0.22-1.6 dex). Regarding BH-BH merger events, the instantaneous (delayed) models predict a total of 28.06 (19.61) yr$^-1$ for BHs at z>=5, which is within the range of merger rates reported in previous literature. △ Less","Submitted 25 November, 2025;","originally announced November 2025.",NA,NA
"Radio Burst Phenomenology of AD Leonis and Associated Signatures of Propagation Effects","Authors: Jiale Zhang, Harish K. Vedantham, Joseph R. Callingham, Hui Tian","We present the high-resolution radio dynamic spectra of AD Leonis (AD Leo) between 1.0 and 1.5 GHz taken by the Five-hundred-meter Aperture Spherical radio Telescope (FAST) on Dec. 1st, 2023. Over a 15-minute period, we identify complex, superimposed spectro-temporal structures, including: (1) broadband, second-long modulation lanes with downward frequency drifts, (2) narrowband ($\approx$ 50 MHz), short-duration S-burst envelopes with upward drifts, and (3) even narrower ($\approx$ 10 MHz), millisecond-scale S-burst striae within these envelopes. Using the discrete Fourier transform and auto-correlation function, we identify two dominant periodic emission patterns, corresponding to the periodicities of the S-bursts ($\approx0.1$ s) and the striae ($\approx0.01$ s). The complex superposition of diverse time-frequency structures poses a challenge to interpreting all the emission variability as intrinsic to the source. We propose that the modulation lanes could be a propagation effect as the radio waves traverse an inhomogeneous, regularly structured plasma region in the AD Leo's magnetosphere. By modelling a plasma screen with sinusoidal phase variation in one dimension, we show that we could qualitatively reconstruct the observed modulation lanes. The origin of the finest structures, the striae, remains unclear. Our work highlights that propagation effects in the stellar magnetosphere can potentially probe kilometre-scale structures in the emission regions and provide novel constraints on density inhomogeneities caused by magnetohydrodynamic waves that are difficult to access by other means. △ Less","Submitted 25 November, 2025;","originally announced November 2025.",NA,NA
"Anisotropic flows in heavy-ion collisions at HADES with Skyrme pseudopotential","Authors: Xin Li, Si-Pei Wang, Rui Wang, Zhen Zhang, Jie Pu, Chun-Wang Ma, Lie-Wen Chen","Within the framework of the lattice Boltzmann-Uehling-Uhlenbeck transport model, we present a systematic study of proton anisotropic flow observables measured by the HADES collaboration, by utilizing the recently developed nuclear effective interaction based on the N$5$LO Skyrme pseudopotential. In particular, we investigate the impacts of the momentum dependence of nucleon mean-field potentials, the stiffness of symmetric nuclear matter (SNM) EOS, the high-density behaviors of the symmetry energy and the in-medium modification of nucleon-nucleon elastic cross sections on proton $v_{1}$, $v_{2}$, $v_{3}$, and $v_{4}$ in Au+Au collisions at $\sqrt{s_{\rm{NN}}} = 2.4\,\text{GeV}$. Our results show that the proton anisotropic flows are strongly sensitive to the momentum dependence of nucleon mean-field potential as well as the incompressibility coefficient $K_0$ of SNM. In addition, the transverse momentum dependence of the proton $v_2$ exhibits a modest sensitivity to the higher-order skewness coefficient $J_0$ and kurtosis coefficient $I_0$ of SNM as well as the momentum dependence of the symmetry potential, while the transverse momentum dependence of the proton $v_1$ is shown to modestly depend on the in-medium modification of nucleon-nucleon elastic cross sections. Moreover, the high-density symmetry energy seems to have limited effects on the proton anisotropic flows. These findings highlight the necessity of considering the momentum dependence of nucleon mean-field potentials including the symmetry potential, the higher-order characteristic parameters of SNM EOS beyond $K_0$, and the in-medium modification of nucleon-nucleon elastic cross sections, in future Bayesian transport model analyses on proton anisotropic flows in heavy-ion collisions at HADES energies, thereby to extract information on nuclear matter EOS as well as the associated underlying nuclear effective interactions. △ Less","Submitted 25 November, 2025;","originally announced November 2025.",NA,NA
