"title","author","abstract","meta_raw","submission_date_text","submission_date","doi","announced_date_text","originally_announced"
"An observationally based wind model contemporaneous with the radio detections in $τ$ Boötis","      
      Dag Evensberget, 
      
      Aline A. Vidotto, 
      
      Filip Elekes, 
      
      Sandra V. Jeffers, 
      
      Rik T. Luisman","Recent low-frequency array (LOFAR) radio signal detections bearing from the $τ$ Boötis system have been cautiously attributed to auroral emissions from the hot Jupiter $τ$ Boötis Ab. The auroral emissions are believed to be excited by interaction between the exoplanet and the winds of its host star. Since stellar winds respond to stellar surface magnetism, three-dimensional stellar wind modelling, able to account for the star's contemporaneous magnetic field geometry, can aid the interpretation of radio detections. For the first time, we present spectropolarimetric observations of $τ$ Boötis A from the same epoch as the LOFAR detections. We derive a contemporaneous large-scale magnetic map of $τ$ Boötis A, which shows a poloidally dominated field with mean strength 1.6 G. From our magnetic map, we create a three-dimensional numerical wind model and characterise the wind properties around $τ$ Boötis Ab. To compute the wind power dissipated in $τ$ Boötis Ab's magnetosphere, we apply two approaches: A) the solar system-based empirical relation called Bode's law; and B) a resolved numerical model of the planetary magnetosphere. When consistently applying best-case assumptions, we redict radio flux densities around 50 mJy and 0.68 mJy respectively. Our values are much too small to be consistent with the reported observation of $890_{-500}^{+690}$ mJy; a stellar surface magnetic field scaling $\gtrsim 10$ is required to reproduce the observed signal strength. As $τ$ Boötis A has a rapid magnetic cycle, we speculate that wind variations cased by variation in stellar magnetism may explain the lack of detections from follow-up observations. Our work emphasises the importance of contemporaneous observations of stellar magnetism and observational signatures of star-planet interaction.
        △ Less","Submitted 20 November, 2025; 
      originally announced November 2025.","20 November, 2025",2025-11-20,NA,"November 2025",2025-11-01
"Can Wolf-Rayet stars be the missing ingredient to explain high-z He II ionizing radiation?","      
      G. González-Torà, 
      
      A. A. C. Sander, 
      
      E. Egorova, 
      
      O. Egorov, 
      
      M. Bernini-Peron, 
      
      J. Josiek, 
      
      K. Kreckel, 
      
      R. R. Lefever, 
      
      V. Ramachandran, 
      
      E. C. Schösser","Classical Wolf-Rayet (WR) stars are hot, massive stars with depleted hydrogen. At low metallicities (Z), WN3-type WR stars have relatively thin winds and are major sources of ionizing flux. The detection of high-ionization emission lines in high-redshift ($z$) galaxies as well as nearby low-Z dwarf galaxies raises questions about the origin of He II ionizing radiation and its role in galaxy evolution, as stellar population models fail to reproduce the required fluxes. Low-Z WN3 stars may provide the missing contribution but are easily hidden in integrated light. Using the Local Volume Mapper, we compare resolved optical spectra of SMC WN3 stars with integrated regions, focusing on the broad He II $\lambda4686\,Å$ line. We find stellar emission diluted within nebular regions, becoming undetectable when integrating over areas larger than 24 pc. Nonetheless, these stars emit enough ionizing photons to explain observed He II nebular emission, being strong candidates for the He II ionizing sources in low-Z and high-$z$ galaxies.
        △ Less","Submitted 20 November, 2025; 
      originally announced November 2025.","20 November, 2025",2025-11-20,NA,"November 2025",2025-11-01
"Thermal equilibrium curves of accretion disks driven by magnetorotational instability","      
      Shigenobu Hirose","Analogous to the HR diagram for stars, the thermal equilibrium curve encodes the thermodynamics of accretion disks by expressing the local balance between heating -- primarily via viscous dissipation -- and cooling -- typically through radiative transfer. These curves are commonly plotted as surface density versus effective temperature. When an S-shaped locus appears, local annuli become bistable, and limit-cycle oscillations arise when the external mass-transfer rate falls within an unstable band. This behavior underpins the disk instability model for recurring outbursts in cataclysmic variables. This paper reviews first-principles thermal equilibrium curves for accretion disks driven by magnetorotational instability (MRI), with emphasis on dwarf novae. Unlike the parameterized $α$-viscosity approach, the curves are obtained by solving the governing equations with radiation magnetohydrodynamics simulations, thereby reproducing S-shaped loci without prescribing $α$. The disk instability in dwarf-nova systems and the physical origin of angular-momentum transport (shear stresses) are also briefly reviewed. Notes on the stability of radiation-dominated accretion flows are included in the Appendix.
        △ Less","Submitted 20 November, 2025; 
      originally announced November 2025.","20 November, 2025",2025-11-20,NA,"November 2025",2025-11-01
"Herglotz-type $f(R,T)$ gravity","      
      Marek Wazny, 
      
      Lehel Csillag, 
      
      Miguel A. S. Pinto, 
      
      Tiberiu Harko","The non-conservation of the energy-momentum tensor in $f(R,T)$ gravity can be interpreted as an effective manifestation of dissipation. Motivated by this, we propose a new formulation of $f(R,T)$ gravity based on the Herglotz variational principle, which extends the usual {Hamilton} variational principle to dissipative systems by allowing the Lagrangian to depend explicitly on the action. The resulting gravitational field equations extend those of $f(R,T)$ gravity by including Herglotz contributions. In the Newtonian limit, these contributions modify the gravitational potential, allowing us to constrain the Herglotz vector through Mercury's perihelion precession and the relativistic light deflection. Remarkably, the Herglotz corrections lead to a scaling law consistent with observations from the Cassini spacecraft. Examining two representative cosmological models, the Herglotz vector effectively reduces to a single function that, under suitable conditions, can play the role of a cosmological constant, providing an alternative mechanism for the Universe's accelerated expansion. Within the Herglotz variational approach, the linear $f(R,T)=R+αT$ model, previously ruled out in the standard formulation due to its fixed deceleration parameter, becomes consistent with observations.
        △ Less","Submitted 20 November, 2025; 
      originally announced November 2025.","20 November, 2025",2025-11-20,NA,"November 2025",2025-11-01
"Hidden Metallic Iron in Amorphous Silicate Dust? Insights from Condensation Experiments and Mid-Infrared Spectroscopy","      
      Hanako Enomoto, 
      
      Aki Takigawa, 
      
      Hiroki Chihara, 
      
      Chiyoe Koike","Amorphous silicate dust is a major component in the interstellar and circumstellar dust formed in the outflow of asymptotic giant branch (AGB) stars. Although iron depletion is observed in the interstellar medium (ISM), the exact form and fraction of iron in solid remains under debate. In particular, it is unclear whether amorphous silicate dust around AGB stars contains metallic iron. We aimed to provide optical constants of amorphous silicate nanoparticles and examine the effects of metallic iron on their spectral features to better constrain the dust properties by producing amorphous silicate nanoparticles with and without metallic cores. We performed condensation experiments using an induction thermal plasma system to produce dust analogues of the CI chondritic composition in the Mg-Ca-Na-Al-Si-Fe-Ni-O and Mg-Ca-Na-Al-Si-O systems. We measured the absorbance and reflectance of the samples, observed the structure of the products, and determined the optical constants. Two types of amorphous silicate nanoparticles (10-200 nm in diameter) with nearly CI chondritic composition were produced: one contained kamacite (Fe: Ni=0.9: 0.1) cores with a diameter ratio ranging 0-0.87 (average ~0.50), and the other was iron-free homogeneous amorphous silicate. The amorphous silicates of the CI chondritic composition with various sized metallic cores may be prevalent in circumstellar and interstellar dust.
        △ Less","Submitted 20 November, 2025; 
      originally announced November 2025.","20 November, 2025",2025-11-20,NA,"November 2025",2025-11-01
"Type II Cepheids: Period-Luminosity-Metallicity relations for the Population II distance scale","      
      Susmita Das, 
      
      Anupam Bhardwaj, 
      
      Marcella Marconi","Type II Cepheids are a class of pulsating variable stars that play a critical role in our understanding of stellar evolution, distance measurement and tracing the structure and kinematics of old stars in nearby galaxies. This review provides a comprehensive summary of the current state of research on Type II Cepheids, including their observed properties, pulsation mechanisms and their distinction from other variable stars. These pulsating variable stars, found primarily in older stellar populations, exhibit well-defined period-luminosity relations but with an added advantage that they exhibit weak or negligible dependence on metallicity. We explore their relevance in the context of their role as distance indicators and potential calibrators of the first rung of the extragalactic distance ladder. Finally, the review highlights recent advancements in theoretical models, observations across different wavelengths and ongoing debates concerning their classification.
        △ Less","Submitted 20 November, 2025; 
      originally announced November 2025.","20 November, 2025",2025-11-20,NA,"November 2025",2025-11-01
"Type Iax supernovae as a source of iron-rich silicate dust","      
      Aman Kumar, 
      
      Arkaprabha Sarangi","We model the formation of dust in the ejecta of Type Iax supernovae (SNe), which is a low-luminosity subclass of Type Ia SNe. A non-equilibrium chemical kinetic approach is adopted to trace the synthesis of molecules, molecular clusters, and dust grains in the ejecta of thermonuclear SNe. We find that Type Iax SNe provide conditions conducive to the formation of several O-rich dust species in the ejecta. Particularly, iron-rich silicates of chemical type FeSiO3, Fe2SiO4, and MgFeSiO4 are found to form in abundance, suggesting that the ejecta of low-luminosity thermonuclear SNe can be a site where a large fraction of iron is locked up in dust, unlike other stellar sources. The final mass of dust formed in the ejecta ranges between 10^{-5} and 10^{-4} Msun, where most of the dust forms between 1000 and 2000 days post-explosion. Apart from Fe-rich silicates, Mg-silicates, and silicon carbide are also formed in the ejecta of Type Iax SNe. When compared to the dust budget of typical Type Ia SNe, we find that the expected dust-to-ejecta mass ratio is one or two orders of magnitude larger in Type Iax SNe. We conclude that the ejecta of typical Type Ia SNe form a negligible amount of dust, in agreement with observation, while the low-luminosity subclass Type Iax SNe are potential producers of iron-rich silicates.
        △ Less","Submitted 20 November, 2025; v1 submitted 19 November, 2025;
      originally announced November 2025.","20 November, 2025",2025-11-20,NA,"November 2025",2025-11-01
"Measuring Cometary Nuclei Behind Bright Comae: PSF Delta Decomposition with Bicubic Resampling and an Application to Interstellar Comet 3I/ATLAS C/2025 N1","      
      Toni Scarmato","Measuring cometary nuclei is notoriously difficult because they are usually unresolved and embedded within bright comae, which hampers direct size measurements even with space telescopes. We present a practical, instrumental method that, stabilises the inner core through bicubic resampling, performs forward point-spread function PSF+convolution, and separates the unresolved nucleus from the inner-coma profile via an explicit Dirac Delta function added to a Rho^-1 surface brightness law. The method yields the nucleus flux by fitting an azimuthal averaged profile with two amplitudes only PSF core and convolved coma, with transparent residual diagnostics. As a case study, we apply the workflow to the interstellar comet 3I/ATLAS alias C/2025 N1, incorporating Hubble Space Telescope constraints on the nucleus size. We find that radius solutions consistent with 0.16 <= Rn <= 2.8 km for Pv = 0.04 are naturally recovered, in line with the most recent HST upper limits. The approach is well-suited for survey pipelines Rubin LSST and targeted follow up.
        △ Less","Submitted 21 November, 2025; 
      originally announced November 2025.","21 November, 2025",2025-11-21,NA,"November 2025",2025-11-01
"A New FU Orionis Accretion Outburst in the W5 HII Region","      
      Lynne A. Hillenbrand, 
      
      Matthew J. Graham, 
      
      Mansi M. Kasliwal, 
      
      Josiah Purdum, 
      
      Jesper Sollerman, 
      
      Adolfo S. Carvalho, 
      
      Michael A. Kuhn, 
      
      Roger Smith, 
      
      Michael C. B. Ashley, 
      
      Nicholas Earley, 
      
      Russ R. Laher, 
      
      Tracy X. Chen","We announce a recently detected outburst that is currently only a few months old, and probably of FU Orionis type. The progenitor to the outburst was an emission-line, flat-spectrum SED young stellar object located in the W5 region, though somewhat outside the main star formation action. We present optical, near-infrared, and mid-infrared lightcurves that illustrate the quiescent state of [KAG2008] 13656 and its subsequent$Δr \approx -4$ mag and $ΔJ\approx -3$ mag outburst over $\sim$75 days in late-2025. Follow-up optical and near-infrared spectroscopy confirms the expected features from an FU Ori disk and outflow.
        △ Less","Submitted 21 November, 2025; 
      originally announced November 2025.","21 November, 2025",2025-11-21,NA,"November 2025",2025-11-01
"Resonant structures in exozodiacal clouds created by exo-Earths in the habitable zone of late-type stars","      
      Seung-Yoo Lee, 
      
      Masateru Ishiguro, 
      
      Hangbin Jo, 
      
      Sung-Chul Yoon","Earth-like exoplanets can create resonant structures in exozodiacal dust through mean motion resonances (MMRs). These structures not only suggest the presence of such planets, but also act as potential noise sources in future mid-infrared (MIR) nulling interferometry observations. We aim to investigate how resonant structures in exozodiacal dust vary across stellar spectral types (F4--M4), and to evaluate how stellar wind drag affects their morphology and brightness in mature planetary systems. We conducted numerical simulations of dust dynamics, extending earlier studies by including spectral type variation in stellar wind drag in addition to Poynting-Robertson (PR) drag. Our models represented systems of a few Gyr hosting an Earth-like exoplanet in the habitable zone (HZ). We produced spatially resolved maps of optical depth and thermal emission for different stellar spectral types. Our simulations showed that resonant ring structures were formed for all stellar spectral types considered. In particular, we found that stellar wind drag played a critical role in shaping dust dynamics around old M-type stars, where it could dominate over PR drag by a factor of approximately 44. This reduced the contrast of resonant rings relative to the background disk, compared to cases without spectral type variation in stellar wind. Across different spectral types, the optical depth contrast of the resonant ring increased for lower-mass stars, assuming a fixed background level. Asymmetric thermal emission distributions were derived across all spectral types, which peaked for K-type stars. Our findings highlight the importance of incorporating both resonant dynamics and stellar wind effects when modeling exozodiacal dust around stars of different spectral types.
        △ Less","Submitted 21 November, 2025; 
      originally announced November 2025.","21 November, 2025",2025-11-21,NA,"November 2025",2025-11-01
"TIC 322208686: An Eclipsing System with $γ$ Doradus Pulsations and a Third Component on a Wider Orbit","      
      Jae Woo Lee, 
      
      Kyeongsoo Hong, 
      
      Min-Ji Jeong, 
      
      Jang-Ho Park, 
      
      Pakakaew Rittipruk, 
      
      Hye-Young Kim","TIC 322208686 is known to be a detached binary that exhibits two types of variability: pulsation and eclipse. We present the physical properties of the target star using the short-cadence TESS data from sectors 24, 57, and 58, and our echelle spectra that show the presence of a tertiary companion. The spectral analysis led to the triple-lined radial velocities and the atmospheric parameters of the eclipsing components. Joint modeling of these observations reveals that the eclipsing pair contains two F-type stars with masses $1.564\pm0.012$ $M_\odot$ and $1.483\pm0.012$ $M_\odot$, radii $1.588\pm0.011$ $R_\odot$ and $1.500\pm0.012$ $R_\odot$, effective temperatures $7028\pm100$ K and $7020\pm110$ K, and luminosities $5.51\pm0.32$ $L_\odot$ and $4.90\pm0.32$ $L_\odot$. The light contributions of the three stars obtained from this modeling match well with those calculated from the observed spectra. The binary star parameters are in satisfactory agreement with evolutionary model predictions for age $t$ = 0.4 Gyr and metallicity $Z$ = 0.03. We extracted 11 significant frequencies from the TESS light residuals with the binary effects removed. Of these, five signals between 0.65 day$^{-1}$ and 1.89 day$^{-1}$ can be considered as $γ$ Dor pulsations originating mainly from the primary component, while the other frequencies are likely instrumental artifacts or combination terms. These results suggest that TIC 322208686 is a hierarchical triple, containing a pulsating eclipsing pair and a tertiary companion.
        △ Less","Submitted 21 November, 2025; 
      originally announced November 2025.","21 November, 2025",2025-11-21,NA,"November 2025",2025-11-01
"Outflow Interaction in Cep-E: Numerical Simulation and Observational Manifestation","      
      A. Rodríguez-González, 
      
      P. R. Rivera-Ortiz, 
      
      Z. Meliani, 
      
      E. Alquicira-Peláez, 
      
      A. Durán, 
      
      Luis A. Zapata","There is clear observational evidence that the main Class 0/I stages of the star formation process are associated with powerful collimated outflows (jets), which sometimes propagate up to distances as large as $10^{4-5}$ au scales in molecular clouds. Additionally, intermediate high-mass and low-mass protostars have often been observed to form in crowded clusters, where the typical separation distance between any two cluster members is of the same order or smaller than the scale of the outflow length. Therefore, there must be an interaction between the molecular outflows of different protostars within the protostellar association. A good example of this is the case of Cepheus E-mm, which is a protostellar outflow extending over a few dozen au. At its core is a binary system consisting of two protostars, Cep E-A and Cep E-B, separated by about 1000 au. Both protostars eject molecular jets at velocities of ~100 km/s. The interaction between these molecular outflows provides an opportunity to study the effects of jet collisions in a clustered star-forming environment, as they may leave detectable imprints on the morphology of the main envelope of the system. Our work aims to study the effects of the collision of molecular jets associated with the components of the binary system Cep-A and Cep-E, analyzing the disruption or reduction of molecular emission in the main envelope of the system, which the molecular outflow { launched} by Cep-A presumably pushes. If we characterize the collision in this system, we can provide insights into the expected morphology and molecular emissions in collisions of molecular outflows { associated to star forming process.
        △ Less","Submitted 21 November, 2025; 
      originally announced November 2025.","21 November, 2025",2025-11-21,NA,"November 2025",2025-11-01
"The Optical Evolution of the Tycho Supernova Remnant over Three Decades","      
      P. Frank Winkler, 
      
      Joseph Putko, 
      
      William P. Blair","We report a series of images of the Tycho supernova remnant at eight epochs extending over thirty years: 1986-2016. In addition to our Hα images, we have obtained matched continuum images which we subtract to reveal faint emission, including a far more extensive network of optical knots and filaments than reported previously. The deepest images also show an extremely faint, fairly diffuse arc of emission surrounding much of the circumference of Tycho to the southeast and south, coinciding with the rim of the radio/X-ray shell. We have measured proper motions for 46 filaments, including many fainter ones near the Tycho outer rim. Our measurements are generally consistent with previous ones by Kamper and vandenBergh (1978), but ours have far greater precision. Most optical filaments at the shell rim have expansion indices reasonably consistent with the Sedov value (0.40), while the interior filaments have somewhat smaller values, as expected. From the combination of proper motions of filaments at the shell rim and shock velocity at the same positions, one should be able to calculate the distance to Tycho by simple geometry. Determination of the shock velocity from broad Balmer-line profiles is subject to model uncertainties, but the availability of dozens of such filaments with a range of conditions offers the possibility to substantially improve the distance determination for Tycho.
        △ Less","Submitted 21 November, 2025; 
      originally announced November 2025.","21 November, 2025",2025-11-21,NA,"November 2025",2025-11-01
"Evidence of 1:1 slope between rocky Super-Earths and their host stars","      
      Mykhaylo Plotnykov, 
      
      Diana Valencia, 
      
      Alejandra Ross, 
      
      Henrique Reggiani, 
      
      Kevin C. Schlaufman","The relationship between the composition of rocky exoplanets and their host stars is fundamental to understanding planetary formation and evolution. However, previous studies have been limited by inconsistent datasets, observational biases and methodological differences. This study investigates the compositional relationship between rocky exoplanets and their host stars, utilizing a self-consistent and homogeneous dataset of 21 exoplanets and their 20 host stars. By applying sophisticated interior structure modeling and comprehensive chemical analysis, we identify a potential 1:1 best-fit line between the iron-mass fraction of planets and their host stars equivalent with a slope of $m = 0.94^{+1.02}_{-1.07}$ and intercept of $c = -0.02^{+0.31}_{-0.29}$. This results are consistent at the 1$σ$ level with other homogeneous studies, but not with heterogeneous samples that suggest much steeper best-fit lines. Although, our results remain tentative due to sample size and data uncertainties, the updated dataset significantly reduces the number of super-Mercuries from four to one, but it remains that several high-density planets are beyond what a primordial origin would suggest. The planets in our sample have a wider range of compositions compared to stellar equivalent values, that could indicate formation pathways away from primordial or be the result of random scattering owing to current mass-radius uncertainties as we recover the observed outliers in mock population analysis $\sim15\%$ of the time. To truly determine whether the origin is primordial with a 1:1 true relation, we find that sample of at least 150 planets is needed and that stars that are iron enrich or depleted are high value targets.
        △ Less","Submitted 21 November, 2025; 
      originally announced November 2025.","21 November, 2025",2025-11-21,NA,"November 2025",2025-11-01
"PROJECT-J: the shocking H2 outflow from HH46","      
      Maria Gabriela Navarro, 
      
      Brunella Nisini, 
      
      Teresa Giannini, 
      
      Patrick J. Kavanagh, 
      
      Alessio Caratti o Garatti, 
      
      Simone Antoniucci, 
      
      Hector G. Arce, 
      
      Francesca Bacciotti, 
      
      Sylvie Cabrit, 
      
      Deirdre Coffey, 
      
      Catherine Dougados, 
      
      JJochen Eislöffel, 
      
      Patrick Hartigan, 
      
      Alberto Noriega-Crespo, 
      
      Linda Podio, 
      
      Ewine F. van Dishoeck, 
      
      Emma T. Whelan","We analyze the H2 emission observed in the HH46 Class I system as part of PROJECT-J (Protostellar Jets Cradle Tested with JWST), to investigate the origin and excitation of the warm molecular outflow. We used NIRSpec and MIRI spectral maps (1.6-27.9 microns) to trace the structure and physical conditions of the outflow. By fitting the H2 rotational diagrams with a multi-temperature gas model, we derived key physical parameters including temperature, extinction, column densities, and the ortho-to-para ratio. This information is combined with a detailed kinematical analysis and comparison with irradiated shock models.
  We find no evidence of H2 temperature or velocity stratification from the axis to the edge of the outflow, as would be expected in MHD disk-wind models and as observed in other outflows. Instead, the observations suggest that the H2 emission arises from shock interactions between jet bow shocks and/or wide-angle winds with the ambient medium and cavity walls. NIRSpec emission and velocity maps reveal expanding molecular shells, likely driven by the less luminous source in the binary system. We infer an accretion rate of less than 10^-9 solar masses per year for the secondary source, approximately one order of magnitude lower than that of the primary.
  The H2 emission is consistent with excitation by low-velocity (approximately 10 km/s) J-type shocks, irradiated by an external UV field that may originate from strong dissociative shocks driven by the atomic jet. Future JWST observations will further constrain the evolution of the expanding shell and the mechanisms driving the outflow.
        △ Less","Submitted 21 November, 2025; 
      originally announced November 2025.","21 November, 2025",2025-11-21,NA,"November 2025",2025-11-01
"Orbital parameters of the bright binary alpha Draconis based on amateur spectra from the STAROS database","      
      G. Bertrand, 
      
      C. Buil, 
      
      M. Le Lain, 
      
      V. Desnoux, 
      
      O. Garde, 
      
      E. Bertrand, 
      
      A. Blais, 
      
      JJ. Broussat, 
      
      E. Bryssinck, 
      
      L. Dalbin, 
      
      X. Dupont, 
      
      A. Garrigós, 
      
      M. DiLazzaro, 
      
      R. Leadbeater, 
      
      V. Lecocq, 
      
      J. Lecomte, 
      
      A. Leduc, 
      
      P. Louis, 
      
      A. Maetz, 
      
      L. Ribé de Pont, 
      
      A. Stiewing, 
      
      S. de Visscher, 
      
      F. Weil","We present the results of a STAROS monitoring campaign on the bright eclipsing binary star alpha Draconis. Over 200 high-resolution spectra were obtained by an international group of amateur astronomers. We were able to calculate an homogeneously covered radial velocity curve and redetermine the orbital elements of the alpha Draconis system. From the data set, we estimated the quality of our observations and accuracy of our radial velocity measurements. Finally, we have also implemented a spectral disentangling method to search for the signature of a companion star and used atmosphere models to constrain the atmospheric parameters of the system.
        △ Less","Submitted 21 November, 2025; 
      originally announced November 2025.","21 November, 2025",2025-11-21,NA,"November 2025",2025-11-01
"Dark Matter Admixed White Dwarfs: A Single-Fluid Approach","      
      Rajasmita Sahoo, 
      
      Somnath Mukhopadhyay, 
      
      Mrutunjaya Bhuyan","In this study, we investigate the influence of an admixed fermionic dark matter (DM) component on the equilibrium structure of white dwarfs (WDs), with particular emphasis on the effects of varying the DM particle mass ($m_{\rm DM}$) and DM fraction ($f_{\rm DM}$). Notably, we employ a single-fluid approximation for the first time in this context, wherein the baryonic and DM contributions to the total energy density and pressure are treated within a unified framework, assuming non-interacting fermionic DM in hydrostatic equilibrium with baryons. We examine how variations in $m_{\mathrm{DM}}$ and $f_\mathrm{DM}$ modify the equation of state (EoS), the mass-radius relationship, and the internal mass and pressure distributions of WDs. Our results show that the presence of DM softens the EoS, with lighter DM particles providing stronger pressure support and leading to more extended stellar structures. Increasing the DM mass fraction leads to a more compact configuration, reducing both the radius and maximum mass of the WD. We further demonstrate that heavier DM particles enhance stellar compactness and can eventually drive the star toward gravitational instability. Moreover, the analysis of mass-radius relationships reveals that while small fractions of DM are consistent with observed WD masses, the radii predicted by our models are smaller than observations, suggesting additional influences such as rotation or magnetic fields. Our stability analysis confirms that the inclusion of dark matter does not lead to instability within the expected parameter space, indicating that white dwarfs admixed with dark matter can remain dynamically stable under certain conditions. These findings show that even a small admixture of DM can modify the structural properties and stability limits of WDs, providing a potential indirect astrophysical probe of DM particle properties.
        △ Less","Submitted 21 November, 2025; 
      originally announced November 2025.","21 November, 2025",2025-11-21,NA,"November 2025",2025-11-01
"Spectral synthesis techniques for supernovae and kilonovae","      
      Anders Jerkstrand","Supernovae (SNe) and kilonovae (KNe) are the most violent explosions in cosmos, signalling the destruction of a massive star (core-collapse SN), a white dwarf (thermonuclear SN) and a neutron star (KN), respectively. The ejected debris in these explosions is believed to be the main cosmic source of most elements in the periodic table. However, decoding the spectra of these transients is a challenging task requiring sophisticated spectral synthesis modelling. Here, the techniques for such modelling is reviewed, with particular focus on the computational aspects. We build from a historical review of how methodologies evolved from modelling of stellar winds, to supernovae, to kilonovae, studying various approximations in use for the central physical processes. Similarities and differences in the numeric schemes employed by current codes are discussed, and the path towards improved models is laid out.
        △ Less","Submitted 21 November, 2025; 
      originally announced November 2025.","21 November, 2025",2025-11-21,NA,"November 2025",2025-11-01
"B[e]-star CI Cam: a high-resolution spectrum atlas in the range of 395$÷$780 nm","      
      Valentina G. Klochkova, 
      
      Anatoly S. Miroshnichenko, 
      
      Victoria N. Komarova, 
      
      Nonna S. Tavolzhanskaya","The atlas of the spectrum of the B[e] star CI Cam obtained with the 6-meter BTA telescope in combination with the NES spectrograph in the wavelength interval of 395$÷$780 nm with a resolution of $λ/Δλ\ge60\,000$ is presented. The atlas contains about 400 spectral features and illustrates the diversity of spectral features of the unique star, forming in a complex circumstellar environment. The spectrum is dominated by forceful single-peaked HI, HeI emissions and numerous double-peaked permitted and forbidden emissions of ions of chemical elements starting from the CNO triad up to metals (Mg, Al, Ti, V, Cr, Fe) with practically ``rectangular'' profiles. The FeII and [FeII] emissions predominate in the spectrum. However, several other double-peaked forbidden ion emissions were also detected: [VII], [Cr II], [Ni II]. The atlas is presented graphically, with a separate figure corresponding to each echelle order. A list of identified lines, including a number of known interstellar features is presented in table form. CI Cam supergiant status has been confirmed.
        △ Less","Submitted 22 November, 2025; 
      originally announced November 2025.","22 November, 2025",2025-11-22,NA,"November 2025",2025-11-01
"Outbursts in ultra-compact AM CVn binaries","      
      Gavin Ramsay","AM CVn binaries are the most compact of accreting binaries having orbital periods in the range ~5-70 min. They consist of a white dwarf accreting hydrogen deficient material from a degenerate or semi-degenerate star and are predicted to be amongst the verification sources for future gravitational wave observatories such as LISA. Using the recent catalogue of Green et al (2025) I focus attention on the orbital period range in which outbursts are seen from AM CVn's. I examine in more detail the outburst properties of KL Dra which has an outburst every few months and has many sectors of TESS data as an open resource. Using observational data on the outbursting systems in general, I compare the outburst recurrence time, duration and amplitude as a function of orbital period with the predictions of the disc instability model. The recurrence time is well described, although there is some evidence that the amount of material in the disc at the end of the quiescence phase is less than earlier model assumptions. The distribution of the outburst duration appears to be dependent on the cadence of the observations and how it is defined. Similarly the amplitude distribution is dependent on cadence and the filter, which causes an apparent spread in distribution. Both of these features need to be systematically studied using consistent benchmarks. AM CVn binaries remain an excellent sources to test models which aim to predict the properties of disc accreting systems.
        △ Less","Submitted 22 November, 2025; 
      originally announced November 2025.","22 November, 2025",2025-11-22,NA,"November 2025",2025-11-01
"Reasoning With a Star: A Heliophysics Dataset and Benchmark for Agentic Scientific Reasoning","      
      Kevin Lee, 
      
      Russell Spiewak, 
      
      James Walsh","Scientific reasoning through Large Language Models in heliophysics involves more than just recalling facts: it requires incorporating physical assumptions, maintaining consistent units, and providing clear scientific formats through coordinated approaches. To address these challenges, we present Reasoning With a Star, a newly contributed heliophysics dataset applicable to reasoning; we also provide an initial benchmarking approach. Our data are constructed from National Aeronautics and Space Administration & University Corporation for Atmospheric Research Living With a Star summer school problem sets and compiled into a readily consumable question-and-answer structure with question contexts, reasoning steps, expected answer type, ground-truth targets, format hints, and metadata. A programmatic grader checks the predictions using unit-aware numerical tolerance, symbolic equivalence, and schema validation. We benchmark a single-shot baseline and four multi-agent patterns, finding that decomposing workflows through systems engineering principles outperforms direct prompting on problems requiring deductive reasoning rather than pure inductive recall.
        △ Less","Submitted 23 November, 2025; 
      originally announced November 2025.","23 November, 2025",2025-11-23,NA,"November 2025",2025-11-01
"A Smooth Transition from Giant Planets to Brown Dwarfs from the Radial Occurrence Distribution","      
      Judah Van Zandt, 
      
      Greg Gilbert, 
      
      Steven Giacalone, 
      
      Erik Petigura, 
      
      Andrew Howard, 
      
      Luke Handley","Measuring the occurrence rates of celestial objects is a valuable way to study their origins and evolution. Giant planets and brown dwarfs produce large Doppler signatures that are easily detectable by modern instrumentation, and legacy radial velocity (RV) surveys have now achieved full orbital coverage for periods $\lesssim$30 years. However, the Doppler method's sensitivity to companion minimum mass $M_c \sin i$ -- as opposed to true mass $M_c$ -- prevents unambiguous characterization using RVs alone, as purported giant planets may be brown dwarfs or stars on inclined orbits. Here we combined legacy RVs with absolute astrometry to re-fit the orbits of 195 companions from the California Legacy Survey. Nearly 50% (8/18) of the ``brown dwarfs"" ($M_c \sin i$=13--80 $M_{Jup}$) we refit had true masses above 80 $M_{Jup}$. We incorporated our orbital posteriors and target sensitivity maps into a Poisson likelihood model to calculate occurrence as a function of true companion mass $M_c$ (0.8--80 $M_{Jup}$) and separation $a$ (0.3--30 AU). The semi-major axis distributions of objects in this range vary smoothly with mass, with Jupiter analogs favoring an abrupt increase in occurrence near 1 AU and brown dwarfs exhibiting a gradual enhancement at wider separations. Marginalized companion occurrence between 1--10 AU decreases smoothly with mass, with brown dwarfs having the lowest occurrence rate: $0.9^{+0.5}_{-0.4}$%. Jupiter analogs are 10 times as common as brown dwarfs per mass interval in this range, demonstrating that the brown dwarf desert extends to 10 AU. The smooth variation in these distributions disfavors a sharp transition mass between ``bottom-up"" core accretion and ``top-down"" gravitational instability formation mechanisms, and rather suggests that these processes may produce companions in overlapping mass ranges.
        △ Less","Submitted 23 November, 2025; 
      originally announced November 2025.","23 November, 2025",2025-11-23,NA,"November 2025",2025-11-01
